GeneName	Bert-01	Bert-02	Bert-03	Bert-04	Bert-05	WTP0579-16	WTP0579-18	WTP0579-26	WTP0579-32
GmISU01.01G046000	0	0	0	0	0	0	0	0	0
GmISU01.01G046100	0	0	0	0	0	0	0	0	0
GmISU01.01G046200	0	0	0	0	0	0	0	0	0
GmISU01.01G046300	0	0	0	0	0	0	0	0	0
GmISU01.01G046400	0	0	0	0	0	0	0	0	0
GmISU01.01G046500	0	0	0	0	0	0	0	3	1
GmISU01.01G046600	0	0	0	0	0	0	0	0	0
GmISU01.01G046700	0	0	0	0	0	0	0	0	0
GmISU01.01G046800	0	0	0	0	0	0	0	0	0
GmISU01.01G046850	0	0	0	0	0	0	0	0	0
GmISU01.01G046900	0	0	0	0	0	0	0	0	0
GmISU01.01G047000	0	0	0	0	0	0	0	0	0
GmISU01.01G047100	0	0	0	0	0	0	0	0	0
GmISU01.01G047200	0	0	0	0	0	0	0	0	0
GmISU01.01G047300	0	0	0	0	0	0	0	0	0
GmISU01.01G047400	0	0	0	0	0	0	0	0	0
GmISU01.01G047500	0	0	0	0	0	0	1	0	0
GmISU01.01G047600	0	0	0	0	0	0	0	0	0
GmISU01.01G047700	0	0	0	0	0	0	0	0	0
GmISU01.01G047800	0	0	0	2	0	0	0	0	0
GmISU01.01G047900	0	0	0	0	0	0	0	0	0
GmISU01.01G048000	0	0	0	0	0	0	0	0	0
GmISU01.01G048100	0	0	0	0	0	0	0	0	0
GmISU01.01G048200	0	0	0	0	0	0	0	0	0
GmISU01.01G048300	0	0	0	0	0	0	0	0	0
GmISU01.01G048400	0	3	0	0	0	0	0	0	0
GmISU01.01G048500	0	0	0	0	0	0	0	0	0
GmISU01.01G048600	0	0	0	0	0	0	0	0	0
GmISU01.01G048700	0	0	0	0	0	0	0	0	0
GmISU01.01G048800	0	0	0	0	0	0	0	0	0
GmISU01.01G048900	0	0	0	0	0	0	0	0	0
GmISU01.01G049000	0	0	0	0	0	0	0	0	0
GmISU01.01G049050	4	12	11	10	7	11	10	14	19
GmISU01.01G049100	0	0	0	0	0	0	0	0	0
GmISU01.01G049200	0	0	0	0	0	0	0	0	0
GmISU01.01G049300	0	0	0	0	0	0	0	0	0
GmISU01.01G049400	0	0	0	0	0	0	0	0	0
GmISU01.01G049500	0	0	0	0	0	0	0	0	0
GmISU01.01G049600	0	0	0	0	0	0	0	0	0
GmISU01.01G049700	0	0	0	0	0	0	0	0	0
GmISU01.01G049800	0	0	0	0	0	0	0	0	0
GmISU01.01G049900	0	0	0	0	0	0	0	0	0
GmISU01.01G050000	0	0	0	0	0	0	0	0	0
GmISU01.01G050100	0	0	0	0	0	0	0	0	0
GmISU01.01G050200	0	0	0	0	0	0	0	0	0
GmISU01.01G050300	67	173	90	39	95	64	44	51	57
GmISU01.01G050400	41	71	44	26	53	40	30	35	57
GmISU01.01G050500	0	0	0	0	0	0	0	0	0
GmISU01.01G050600	0	0	0	0	0	0	0	0	0
GmISU01.01G050700	0	0	0	0	0	0	0	0	0
GmISU01.01G050800	0	0	0	0	0	0	0	0	0
GmISU01.01G050900	0	0	0	0	0	0	0	0	0
GmISU01.01G051000	0	0	0	0	0	0	0	0	0
GmISU01.01G051100	0	1	1	0	0	0	0	1	1
GmISU01.01G051200	0	0	0	0	0	0	0	0	0
GmISU01.01G051300	0	0	0	0	0	0	0	0	0
GmISU01.01G051400	0	0	0	0	0	0	0	0	0
GmISU01.01G051500	0	0	0	0	0	0	0	0	0
GmISU01.01G051600	0	0	0	0	0	0	0	0	0
GmISU01.01G051700	0	0	0	0	0	0	0	0	0
GmISU01.01G051800	0	0	0	0	0	0	0	0	0
GmISU01.01G051900	0	0	0	0	0	0	0	0	0
GmISU01.01G052000	0	0	0	0	0	0	0	0	0
GmISU01.01G052100	0	0	0	0	0	0	0	0	0
GmISU01.01G052200	0	0	0	0	0	0	0	0	0
GmISU01.01G052300	0	0	0	0	0	0	0	0	0
GmISU01.01G052400	0	0	0	23	1	2	0	3	4
GmISU01.01G052500	0	0	0	0	0	0	0	0	0
GmISU01.01G052600	0	0	0	0	0	0	0	0	0
GmISU01.01G052700	238	322	73	536	384	309	376	441	112
GmISU01.01G052800	0	0	0	0	0	0	0	0	0
GmISU01.01G052900	0	0	0	0	0	0	0	0	0
GmISU01.01G053000	0	0	0	0	0	0	0	0	0
GmISU01.01G053100	0	0	0	0	0	0	0	0	0
GmISU01.01G053200	0	0	0	0	0	0	0	0	0
GmISU01.01G053300	0	0	0	0	0	0	0	0	0
GmISU01.01G053400	0	0	0	0	0	0	0	0	1
GmISU01.01G053500	0	0	0	0	0	0	0	0	0
GmISU01.01G053600	0	0	0	0	0	0	0	0	0
GmISU01.01G053700	0	0	0	0	0	0	0	0	0
GmISU01.01G053800	0	0	0	0	0	0	0	0	0
GmISU01.01G053900	0	0	0	0	0	0	0	0	0
GmISU01.01G054000	0	0	0	0	0	0	0	0	0
GmISU01.01G054100	0	0	0	0	0	0	0	0	0
GmISU01.01G054200	0	0	0	0	0	0	0	0	0
GmISU01.01G054300	0	0	0	0	0	0	0	0	0
GmISU01.01G054400	0	1	1	1	0	1	0	1	0
GmISU01.01G054500	0	0	0	0	0	0	0	0	0
GmISU01.01G054600	0	0	0	0	0	0	0	0	0
GmISU01.01G054700	0	0	0	0	0	0	0	0	0
GmISU01.01G054800	0	0	0	0	0	0	0	0	0
GmISU01.01G054900	0	0	0	0	0	0	0	0	0
GmISU01.01G055000	0	0	0	0	0	0	0	0	0
GmISU01.01G055100	0	0	0	0	0	0	0	0	0
GmISU01.01G055200	0	0	0	0	0	0	0	0	0
GmISU01.01G055300	0	0	0	0	0	0	0	0	0
GmISU01.01G055500	0	1	0	0	0	0	0	0	1
GmISU01.01G055600	0	0	0	0	0	0	0	0	0
GmISU01.01G055700	0	0	0	0	0	0	0	0	0
GmISU01.01G055800	0	0	0	0	0	0	0	0	0
GmISU01.01G055850	0	0	0	0	0	0	0	0	0
GmISU01.01G055900	0	0	0	0	0	0	0	0	0
GmISU01.01G056000	0	0	0	0	0	0	0	0	0
GmISU01.01G056100	0	0	0	0	0	0	0	0	0
GmISU01.01G056200	0	0	0	0	0	0	0	0	0
GmISU01.01G056300	0	0	0	0	0	0	0	0	0
GmISU01.01G056400	0	0	0	0	0	0	0	0	0
GmISU01.01G056500	0	0	0	0	0	0	0	0	0
GmISU01.01G056600	0	0	0	0	0	0	0	0	0
GmISU01.01G056700	0	0	0	0	0	0	0	0	0
GmISU01.01G056800	0	0	0	0	0	0	0	0	0
GmISU01.01G056900	0	0	0	0	0	0	0	0	0
GmISU01.01G057000	0	0	0	0	0	0	0	0	0
GmISU01.01G057100	0	1	0	1	3	3	8	0	3
GmISU01.01G057200	1234	2053	2509	448	1486	1154	1004	1146	1370
GmISU01.01G057300	0	0	0	0	1	0	0	0	0
GmISU01.01G057400	0	0	0	0	0	0	0	0	0
GmISU01.01G057500	0	0	0	0	0	0	0	0	0
GmISU01.01G057600	0	0	0	0	0	0	0	0	0
GmISU01.01G057800	0	1	2	0	0	0	0	1	0
GmISU01.01G057900	0	0	0	0	0	0	0	0	0
GmISU01.01G058000	0	0	0	0	0	0	0	0	0
GmISU01.01G058100	0	0	0	0	0	0	0	0	0
GmISU01.01G058200	0	0	0	0	0	0	0	0	0
GmISU01.01G058300	0	0	0	0	0	0	0	0	0
GmISU01.01G058400	0	0	0	0	0	0	0	0	0
GmISU01.01G058450	0	0	0	0	0	0	0	0	0
GmISU01.01G058500	0	0	0	0	0	0	0	0	0
GmISU01.01G058600	0	0	0	0	0	0	0	0	0
GmISU01.01G058700	0	0	0	0	0	0	0	0	0
GmISU01.01G058800	0	0	0	0	0	0	0	0	0
GmISU01.01G058900	0	0	0	0	1	0	0	2	0
GmISU01.01G059000	0	0	0	0	0	0	0	0	0
GmISU01.01G059100	0	0	0	0	0	0	0	0	0
GmISU01.01G059200	0	0	0	0	0	0	0	0	0
GmISU01.01G059300	0	0	0	0	0	0	0	0	0
GmISU01.01G059400	0	0	0	0	0	0	0	0	0
GmISU01.01G059500	0	0	0	0	0	0	0	0	0
GmISU01.01G059600	0	0	0	0	0	0	0	0	0
GmISU01.01G059700	0	0	0	0	0	0	0	0	0
GmISU01.01G059800	0	0	0	0	0	0	0	0	0
GmISU01.01G059900	0	0	0	0	0	0	0	0	0
GmISU01.01G060000	0	0	0	0	0	0	0	0	0
GmISU01.01G060100	0	0	0	0	0	0	0	0	0
GmISU01.01G060150	0	0	0	0	0	0	0	0	0
GmISU01.01G060200	0	0	0	0	0	0	0	0	0
GmISU01.01G060300	0	0	0	0	0	0	0	0	0
GmISU01.01G060400	0	0	0	0	0	0	0	0	0
GmISU01.01G060500	0	0	0	0	0	0	0	0	0
GmISU01.01G060600	0	0	0	0	0	0	0	0	0
GmISU01.01G060700	0	0	0	0	0	0	0	0	0
GmISU01.01G060800	0	0	0	0	0	0	0	0	0
GmISU01.01G060900	0	0	1	0	0	0	0	0	0
GmISU01.01G061000	0	0	0	0	0	0	0	0	0
GmISU01.01G061100	0	1	0	0	2	1	1	1	3
GmISU01.01G061200	0	0	0	0	0	0	0	0	0
GmISU01.01G061300	4	10	4	2	5	3	8	5	4
GmISU01.01G061400	0	0	0	0	0	0	0	0	0
GmISU01.01G061500	0	0	0	0	0	0	0	0	0
GmISU01.01G061600	0	0	0	0	0	0	0	0	0
GmISU01.01G061700	0	0	0	0	0	0	0	0	0
GmISU01.01G061800	0	0	0	0	0	0	0	0	0
GmISU01.01G061900	0	0	0	0	0	0	0	0	0
GmISU01.01G062000	0	0	0	0	0	0	0	0	0
GmISU01.01G062100	0	0	0	0	0	0	0	0	0
GmISU01.01G062200	0	0	0	0	0	0	0	0	0
GmISU01.01G062300	0	0	0	0	0	0	0	0	0
GmISU01.01G062400	0	0	0	0	0	0	0	0	0
GmISU01.01G062500	0	0	0	0	0	0	0	0	0
GmISU01.01G062600	0	0	0	0	0	0	0	0	0
GmISU01.01G062700	0	0	0	0	0	0	0	0	0
GmISU01.01G062800	0	0	0	0	0	0	0	0	0
GmISU01.01G062900	0	0	0	0	0	0	0	0	0
GmISU01.01G063000	0	0	0	0	0	0	0	0	0
GmISU01.01G063100	0	0	0	0	0	0	0	0	0
GmISU01.01G063200	0	0	0	0	0	0	0	0	0
GmISU01.01G063300	0	0	0	0	0	0	0	0	0
GmISU01.01G063400	0	0	0	0	0	0	0	0	0
GmISU01.01G063500	0	0	0	0	1	0	0	0	0
GmISU01.01G063600	0	0	0	0	0	0	0	0	0
GmISU01.01G063700	0	0	0	0	0	0	0	0	0
GmISU01.01G063800	0	0	0	0	0	0	0	0	0
GmISU01.01G063900	0	0	0	0	0	0	0	0	0
GmISU01.01G064000	0	0	0	0	0	0	0	0	0
GmISU01.01G064100	0	0	0	0	0	0	0	0	0
GmISU01.01G064200	0	0	0	0	0	0	0	0	0
GmISU01.01G064300	0	0	0	0	0	0	0	0	0
GmISU01.01G064400	0	0	0	0	0	0	0	0	0
GmISU01.01G064500	0	0	0	0	0	0	0	0	0
GmISU01.01G064550	0	0	0	0	0	0	0	0	0
GmISU01.01G064600	0	0	0	0	0	0	0	0	0
GmISU01.01G064700	0	0	0	0	0	0	0	0	0
GmISU01.01G064800	0	0	0	0	0	0	0	0	0
GmISU01.01G064900	0	0	0	0	0	0	0	0	0
GmISU01.01G065000	0	0	0	0	0	0	0	0	0
GmISU01.01G065100	0	0	0	0	0	0	0	0	0
GmISU01.01G065200	0	0	0	0	0	0	0	0	0
GmISU01.01G065300	0	0	0	0	0	0	0	0	0
GmISU01.01G065400	3	2	2	5	4	0	4	0	1
GmISU01.01G065500	0	0	0	0	0	0	0	0	0
GmISU01.01G065600	0	0	0	0	0	0	0	0	0
GmISU01.01G065700	0	0	0	0	0	0	0	0	0
GmISU01.01G065800	0	0	0	0	0	0	0	0	0
GmISU01.01G065900	0	0	0	0	0	0	0	0	0
GmISU01.01G066000	1	0	1	0	0	0	0	0	0
GmISU01.01G066100	0	0	0	0	0	0	0	0	0
GmISU01.01G066200	0	0	0	0	0	0	0	0	0
GmISU01.01G066300	0	0	0	0	0	0	0	0	0
GmISU01.01G066400	0	0	0	0	0	0	0	0	0
GmISU01.01G066500	0	0	0	0	0	0	0	0	0
GmISU01.01G066600	0	0	0	0	0	0	0	0	0
GmISU01.01G066700	0	0	0	0	0	0	0	0	0
GmISU01.01G066800	0	0	0	0	0	0	0	0	0
GmISU01.01G066900	0	1	0	0	0	0	0	0	0
GmISU01.01G067000	0	0	0	0	0	0	0	0	0
GmISU01.01G067100	0	0	0	0	0	0	0	0	0
GmISU01.01G067200	0	0	0	0	0	0	0	0	0
GmISU01.01G067300	0	0	0	0	0	0	0	0	0
GmISU01.01G067400	0	0	0	0	0	0	0	0	0
GmISU01.01G067500	0	0	0	0	0	0	0	0	0
GmISU01.01G067600	0	0	0	0	0	0	0	0	0
GmISU01.01G067700	0	0	0	0	0	0	0	0	0
GmISU01.01G067800	0	0	0	0	0	0	0	0	0
GmISU01.01G067900	0	0	0	0	0	0	0	0	0
GmISU01.01G068000	0	0	0	0	0	0	0	0	0
GmISU01.01G068100	0	0	0	0	0	0	0	0	0
GmISU01.01G068200	0	0	0	0	0	0	0	0	1
GmISU01.01G068300	0	0	0	0	0	0	0	0	0
GmISU01.01G068400	0	0	0	0	0	0	0	0	0
GmISU01.01G068500	0	0	0	0	0	0	0	0	0
GmISU01.01G068600	0	0	0	0	0	0	0	0	0
GmISU01.01G068700	0	0	0	0	0	0	0	0	0
GmISU01.01G068750	0	0	0	0	0	0	0	0	0
GmISU01.01G068800	0	0	0	0	0	0	0	0	0
GmISU01.01G068900	0	0	0	0	0	0	0	0	0
GmISU01.01G069000	0	0	0	0	0	0	0	0	0
GmISU01.01G069100	0	0	0	0	0	0	0	0	0
GmISU01.01G069200	0	0	0	0	0	0	0	0	0
GmISU01.01G069300	261	179	112	447	352	300	379	308	228
GmISU01.01G069400	44	51	56	32	51	61	58	44	43
GmISU01.01G069500	0	0	0	0	0	0	0	0	0
GmISU01.01G069600	0	0	0	0	0	0	0	0	0
GmISU01.01G069700	0	0	0	0	0	0	0	0	0
GmISU01.01G069800	0	0	0	0	0	0	0	0	0
GmISU01.01G069900	0	0	0	0	0	0	0	0	0
GmISU01.01G070000	0	0	0	0	0	0	0	0	0
GmISU01.01G070100	0	0	0	0	0	0	1	0	0
GmISU01.01G070200	0	0	0	0	0	0	0	0	0
GmISU01.01G070300	0	0	0	0	0	0	0	0	0
GmISU01.01G070400	0	0	0	0	0	0	0	0	0
GmISU01.01G070500	0	0	0	0	0	0	0	0	0
GmISU01.01G070600	0	0	0	0	0	0	0	0	0
GmISU01.01G070700	0	0	0	0	0	0	0	0	0
GmISU01.01G070800	0	0	0	0	0	0	0	0	0
GmISU01.01G071000	0	0	0	0	0	0	0	0	0
GmISU01.01G071100	0	0	0	0	0	0	0	0	0
GmISU01.01G071200	0	0	0	0	0	0	0	0	0
GmISU01.01G071300	0	0	0	0	0	0	0	0	0
GmISU01.01G071400	0	0	0	0	0	0	0	0	0
GmISU01.01G071500	0	0	0	0	0	0	0	0	0
GmISU01.01G071600	0	0	0	0	0	0	0	0	0
GmISU01.01G071700	0	0	0	2	0	0	0	0	1
GmISU01.01G071800	0	0	0	0	0	0	0	0	0
GmISU01.01G071900	0	0	0	1	0	1	0	0	1
GmISU01.01G072000	0	0	0	0	0	0	0	0	0
GmISU01.01G072100	0	0	0	0	0	0	0	0	0
GmISU01.01G072200	0	0	0	0	0	0	0	0	0
GmISU01.01G072300	0	0	0	0	0	0	0	0	0
GmISU01.01G072400	0	0	0	0	0	0	0	0	0
GmISU01.01G072450	0	0	0	0	0	0	0	0	0
GmISU01.01G072500	0	0	0	0	0	0	0	0	0
GmISU01.01G072600	0	0	0	0	0	0	0	0	0
GmISU01.01G072700	0	0	0	0	0	0	0	0	0
GmISU01.01G072800	0	0	0	0	0	0	0	0	0
GmISU01.01G072900	0	0	0	0	0	0	0	0	0
GmISU01.01G073000	0	0	0	0	0	0	0	0	0
GmISU01.01G073100	0	0	0	0	0	0	0	0	0
GmISU01.01G073200	0	0	0	0	0	0	0	0	0
GmISU01.01G073300	0	0	0	0	0	0	0	2	0
GmISU01.01G073400	0	0	0	0	0	0	0	0	0
GmISU01.01G073500	0	0	0	0	0	0	0	0	0
GmISU01.01G073600	0	0	0	0	0	0	0	0	0
GmISU01.01G073700	0	0	0	0	0	0	0	0	0
GmISU01.01G073800	0	0	0	0	0	0	0	0	0
GmISU01.01G073900	0	0	0	0	0	0	0	0	0
GmISU01.01G073950	0	0	0	0	0	0	0	0	0
GmISU01.01G074000	0	0	0	0	0	0	0	0	0
GmISU01.01G074100	0	0	0	0	0	0	0	0	0
GmISU01.01G074200	0	0	0	0	0	0	0	0	0
GmISU01.01G074300	0	0	0	0	0	0	0	0	0
GmISU01.01G074400	0	0	0	0	0	0	0	0	0
GmISU01.01G074500	0	1	0	0	0	0	0	0	0
GmISU01.01G074600	0	0	0	0	0	0	0	0	0
GmISU01.01G074700	0	0	0	0	0	0	0	0	0
GmISU01.01G074800	0	0	0	0	0	0	0	0	0
GmISU01.01G074900	0	0	0	0	0	0	0	0	0
GmISU01.01G074950	0	0	1	0	1	0	0	1	0
GmISU01.01G075000	0	0	0	0	0	0	0	0	0
GmISU01.01G075100	0	0	0	0	0	0	0	0	0
GmISU01.01G075200	0	0	0	0	0	0	0	0	0
GmISU01.01G075300	0	0	0	0	0	0	0	0	0
GmISU01.01G075400	0	0	0	0	0	0	0	0	0
GmISU01.01G075500	0	0	0	0	0	0	0	0	0
GmISU01.01G075600	0	0	0	0	0	0	0	0	0
GmISU01.01G075700	0	0	0	0	0	0	0	0	0
GmISU01.01G075800	0	0	0	0	0	0	0	0	0
GmISU01.01G075900	0	0	0	0	0	0	0	0	0
GmISU01.01G076000	0	0	0	0	0	0	0	0	0
GmISU01.01G076100	0	0	0	0	0	0	0	0	0
GmISU01.01G076200	0	0	0	0	0	0	0	0	0
GmISU01.01G076300	0	0	0	0	0	0	0	0	0
GmISU01.01G076400	0	0	0	0	0	0	0	0	0
GmISU01.01G076500	0	0	0	0	0	0	0	0	0
GmISU01.01G076600	0	0	0	0	0	0	0	0	0
GmISU01.01G076700	0	0	0	0	0	0	0	0	0
GmISU01.01G076800	0	0	0	0	0	0	0	0	0
GmISU01.01G076900	0	0	0	0	0	0	0	0	0
GmISU01.01G077000	0	0	0	0	0	0	0	0	0
GmISU01.01G077100	8	25	12	4	12	5	10	14	10
GmISU01.01G077200	0	0	0	0	0	0	0	0	0
GmISU01.01G077300	0	0	0	0	0	0	0	0	0
GmISU01.01G077400	0	0	0	0	0	0	0	0	0
GmISU01.01G077500	0	0	0	0	0	0	0	0	0
GmISU01.01G077600	0	0	0	0	0	0	0	0	0
GmISU01.01G077700	0	0	0	0	0	0	0	0	0
GmISU01.01G077800	0	0	0	0	0	0	0	0	0
GmISU01.01G077900	0	0	0	0	0	0	0	0	0
GmISU01.01G078000	0	0	0	0	0	0	0	0	0
GmISU01.01G078100	0	0	0	0	0	0	0	0	0
GmISU01.01G078200	0	0	0	0	0	0	0	0	0
GmISU01.01G078300	0	0	0	0	0	0	0	0	0
GmISU01.01G078400	1	0	0	3	0	6	0	4	1
GmISU01.01G078500	0	0	0	0	0	0	0	0	0
GmISU01.01G078600	0	0	0	0	0	0	0	0	0
GmISU01.01G078700	0	0	0	0	0	0	0	0	0
GmISU01.01G078800	0	0	0	0	0	0	0	0	0
GmISU01.01G078900	0	0	0	0	0	0	0	0	0
GmISU01.01G078950	0	0	0	0	0	0	0	0	0
GmISU01.01G079000	0	0	0	0	0	0	0	0	0
GmISU01.01G079100	0	0	0	0	0	0	0	0	0
GmISU01.01G079200	0	0	0	0	0	0	0	0	0
GmISU01.01G079300	0	0	0	0	0	1	0	0	0
GmISU01.01G079400	0	0	0	0	0	0	0	0	0
GmISU01.01G079500	0	0	0	0	0	0	0	0	0
GmISU01.01G079600	0	0	0	0	0	0	0	0	0
GmISU01.01G079700	0	0	0	0	0	0	0	0	0
GmISU01.01G079800	0	0	0	0	0	0	0	0	0
GmISU01.01G079900	0	0	0	0	0	0	0	0	0
GmISU01.01G079950	0	0	0	0	0	0	0	0	0
GmISU01.01G080000	5	8	0	4	1	25	25	23	51
GmISU01.01G080100	0	0	0	0	0	0	0	0	0
GmISU01.01G080200	0	0	0	0	0	0	0	0	0
GmISU01.01G080300	0	0	0	0	0	0	0	0	0
GmISU01.01G080350	0	0	0	0	0	0	0	0	0
GmISU01.01G080400	0	0	0	0	0	0	0	0	0
GmISU01.01G080500	0	0	0	0	0	0	0	0	0
GmISU01.01G080600	0	0	0	0	0	0	0	0	0
GmISU01.01G080700	0	0	0	0	0	0	0	0	0
GmISU01.01G080800	0	0	0	0	0	0	0	0	0
GmISU01.01G080900	0	0	0	0	0	0	0	0	0
GmISU01.01G081000	0	0	0	0	0	0	0	0	0
GmISU01.01G081100	0	0	0	0	0	0	0	0	0
GmISU01.01G081200	0	0	0	0	0	0	0	0	0
GmISU01.01G081300	0	0	0	0	0	0	0	0	0
GmISU01.01G081400	0	0	0	0	0	0	0	0	0
GmISU01.01G081500	0	0	0	0	0	0	0	0	0
GmISU01.01G081600	0	0	0	0	0	0	0	0	0
GmISU01.01G081800	0	0	0	0	0	0	0	0	0
GmISU01.01G081900	0	0	0	0	0	0	0	0	0
GmISU01.01G082000	0	0	0	0	0	0	0	0	0
GmISU01.01G082100	0	0	0	0	0	0	0	0	0
GmISU01.01G082200	0	0	0	0	0	0	0	0	0
GmISU01.01G082300	0	0	0	0	0	0	0	0	0
GmISU01.01G082400	0	0	0	0	0	0	0	0	0
GmISU01.01G082500	0	0	0	0	0	0	0	0	0
GmISU01.01G082600	0	0	0	0	0	0	0	0	0
GmISU01.01G082700	0	0	0	0	0	0	0	0	0
GmISU01.01G082800	0	0	0	0	0	0	0	0	0
GmISU01.01G082900	0	0	0	0	0	0	0	0	0
GmISU01.01G083000	0	0	0	0	0	0	0	0	0
GmISU01.01G083100	0	0	0	0	0	0	0	0	0
GmISU01.01G083200	0	0	0	0	0	0	0	0	0
GmISU01.01G083250	0	0	0	0	0	0	0	0	0
GmISU01.01G083300	0	0	0	0	0	0	0	0	0
GmISU01.01G083400	0	0	0	0	0	0	0	0	0
GmISU01.01G083500	0	0	0	0	0	0	0	0	0
GmISU01.01G083600	0	0	0	0	0	0	0	0	0
GmISU01.01G083700	0	0	0	0	0	0	0	0	0
GmISU01.01G083800	0	0	0	0	0	0	0	0	0
GmISU01.01G083900	0	0	0	0	0	0	0	0	0
GmISU01.01G084000	0	0	0	0	0	0	0	0	0
GmISU01.01G084100	0	0	0	0	0	0	0	0	0
GmISU01.01G084150	0	0	0	0	0	0	0	0	0
GmISU01.01G084200	0	0	0	0	0	0	0	0	0
GmISU01.01G084300	0	0	0	0	0	0	0	0	0
GmISU01.01G084400	0	0	0	0	0	0	0	0	0
GmISU01.01G084500	0	0	0	0	0	0	0	0	0
GmISU01.01G084600	0	0	0	0	0	0	0	0	0
GmISU01.01G084700	0	0	0	0	0	0	0	0	0
GmISU01.01G084800	0	0	0	0	0	0	0	0	0
GmISU01.01G084900	0	0	0	0	0	0	0	0	0
GmISU01.01G085000	0	0	1	0	0	0	0	0	0
GmISU01.01G085100	0	0	0	0	0	0	0	0	0
GmISU01.01G085200	0	0	0	0	0	0	0	0	0
GmISU01.01G085300	0	0	0	0	0	0	0	0	0
GmISU01.01G085400	0	0	0	0	0	0	0	0	0
GmISU01.01G085500	0	0	0	0	0	0	0	0	0
GmISU01.01G085600	0	0	0	0	0	0	0	0	0
GmISU01.01G085700	0	0	0	0	0	0	0	0	0
GmISU01.01G085800	0	0	0	0	0	0	0	0	0
GmISU01.01G085900	0	0	0	0	0	0	0	0	0
GmISU01.01G086000	11	25	18	27	27	26	33	29	38
GmISU01.01G086100	0	0	0	0	0	0	0	0	0
GmISU01.01G086200	0	0	0	0	0	0	0	0	0
GmISU01.01G086300	0	0	0	0	0	0	0	0	0
GmISU01.01G086400	0	0	0	0	0	0	0	0	0
GmISU01.01G086500	252	435	96	399	331	203	211	287	238
GmISU01.01G086600	0	0	0	0	0	0	0	0	0
GmISU01.01G086700	0	0	0	0	1	0	0	0	0
GmISU01.01G086800	0	0	0	0	0	0	0	0	0
GmISU01.01G086900	0	0	0	0	0	0	0	0	0
GmISU01.01G087000	0	0	0	0	0	0	0	0	0
GmISU01.01G087100	4	31	40	4	28	18	10	14	15
GmISU01.01G087200	0	0	0	0	0	0	2	0	0
GmISU01.01G087300	0	0	0	0	0	0	0	0	0
GmISU01.01G087400	0	0	0	0	0	0	0	0	0
GmISU01.01G087500	0	0	0	0	0	0	0	0	0
GmISU01.01G087600	0	0	0	0	0	0	0	1	0
GmISU01.01G087700	0	0	0	0	0	0	0	0	0
GmISU01.01G087800	0	0	0	0	0	0	0	0	0
GmISU01.01G087900	0	0	0	0	0	0	0	0	0
GmISU01.01G088000	0	0	0	0	0	0	0	0	0
GmISU01.01G088100	0	0	0	0	0	0	0	0	0
GmISU01.01G088200	0	0	0	0	0	0	0	0	0
GmISU01.01G088300	0	0	0	0	0	0	0	0	0
GmISU01.01G088400	0	0	0	0	0	0	0	0	0
GmISU01.01G088500	0	0	0	0	0	0	0	0	0
GmISU01.01G088600	0	0	0	0	0	0	0	0	0
GmISU01.01G088700	0	0	0	0	0	0	0	0	0
GmISU01.01G088750	0	0	0	0	0	0	0	0	0
GmISU01.01G088800	0	0	0	0	0	0	0	0	0
GmISU01.01G088900	0	0	0	0	0	0	0	0	0
GmISU01.01G089000	0	0	0	0	0	0	0	0	0
GmISU01.01G089100	0	0	0	0	0	0	0	0	0
GmISU01.01G089200	0	0	0	0	0	0	0	0	0
GmISU01.01G089300	0	0	0	0	0	0	0	0	0
GmISU01.01G089400	0	0	0	0	0	0	0	0	0
GmISU01.01G089500	0	0	0	0	0	0	0	0	0
GmISU01.01G089600	0	0	0	0	0	0	0	0	0
GmISU01.01G089700	0	0	0	0	0	0	0	0	0
GmISU01.01G089800	0	0	0	0	0	0	0	0	0
GmISU01.01G089850	0	0	0	0	0	0	0	0	0
GmISU01.01G089900	0	0	0	0	0	0	0	0	0
GmISU01.01G090000	0	0	0	0	0	0	0	0	0
GmISU01.01G090100	0	0	0	0	0	0	0	0	0
GmISU01.01G090200	0	0	0	0	0	0	0	0	0
GmISU01.01G090300	0	0	0	0	0	0	0	0	0
GmISU01.01G090400	45	53	178	20	76	66	75	53	49
GmISU01.01G090500	0	0	0	0	0	0	0	0	0
GmISU01.01G090600	0	0	0	0	0	0	0	0	0
GmISU01.01G090700	0	0	0	0	0	0	0	0	0
GmISU01.01G090800	0	0	0	0	0	0	0	0	0
GmISU01.01G090900	0	0	0	0	0	0	0	0	0
GmISU01.01G091000	0	0	0	0	0	0	0	0	0
GmISU01.01G091100	0	0	0	0	0	0	0	0	0
GmISU01.01G091200	0	0	0	0	0	0	0	0	0
GmISU01.01G091300	0	0	0	0	0	0	0	0	0
GmISU01.01G091400	0	0	0	0	0	0	0	0	0
GmISU01.01G091500	0	0	0	0	0	0	0	0	0
GmISU01.01G091600	0	0	0	0	0	0	0	0	0
GmISU01.01G091700	0	0	0	0	0	0	0	0	0
GmISU01.01G091800	0	0	0	0	0	0	0	0	0
GmISU01.01G091850	0	0	0	0	0	0	0	0	0
GmISU01.01G091900	0	0	0	0	0	0	0	0	0
GmISU01.01G092000	0	0	0	0	0	0	0	0	0
GmISU01.01G092100	0	0	0	0	0	0	0	0	0
GmISU01.01G092200	0	0	0	0	0	0	0	0	0
GmISU01.01G092300	0	0	0	0	0	1	1	0	0
GmISU01.01G092400	0	0	0	0	0	0	0	0	0
GmISU01.01G092600	0	0	0	0	0	0	0	0	0
